,nav
2025-08-29 00:00:00+00:00,10000.0
2025-08-29 01:00:00+00:00,10000.0
2025-08-29 02:00:00+00:00,10000.0
2025-08-29 03:00:00+00:00,10000.0
2025-08-29 04:00:00+00:00,10000.0
2025-08-29 05:00:00+00:00,10000.0
2025-08-29 06:00:00+00:00,10000.0
2025-08-29 07:00:00+00:00,10000.0
2025-08-29 08:00:00+00:00,10000.0
2025-08-29 09:00:00+00:00,10000.0
2025-08-29 10:00:00+00:00,10000.0
2025-08-29 11:00:00+00:00,10000.0
2025-08-29 12:00:00+00:00,10000.0
2025-08-29 13:00:00+00:00,10000.0
2025-08-29 14:00:00+00:00,10000.0
2025-08-29 15:00:00+00:00,10000.0
2025-08-29 16:00:00+00:00,10000.0
2025-08-29 17:00:00+00:00,10000.0
2025-08-29 18:00:00+00:00,10000.0
2025-08-29 19:00:00+00:00,10000.0
2025-08-29 20:00:00+00:00,10000.0
2025-08-29 21:00:00+00:00,10000.0
2025-08-29 22:00:00+00:00,10000.0
2025-08-29 23:00:00+00:00,10000.0
2025-08-30 00:00:00+00:00,10000.0
2025-08-30 01:00:00+00:00,10000.0
2025-08-30 02:00:00+00:00,10000.0
2025-08-30 03:00:00+00:00,10000.0
2025-08-30 04:00:00+00:00,10000.0
2025-08-30 05:00:00+00:00,10000.0
2025-08-30 06:00:00+00:00,10000.0
2025-08-30 07:00:00+00:00,10000.0
2025-08-30 08:00:00+00:00,10000.0
2025-08-30 09:00:00+00:00,10000.0
2025-08-30 10:00:00+00:00,10000.0
2025-08-30 11:00:00+00:00,10000.0
2025-08-30 12:00:00+00:00,10000.0
2025-08-30 13:00:00+00:00,10000.0
2025-08-30 14:00:00+00:00,10000.0
2025-08-30 15:00:00+00:00,10000.0
2025-08-30 16:00:00+00:00,10000.0
2025-08-30 17:00:00+00:00,10000.0
2025-08-30 18:00:00+00:00,10000.0
2025-08-30 19:00:00+00:00,10000.0
2025-08-30 20:00:00+00:00,10000.0
2025-08-30 21:00:00+00:00,10000.0
2025-08-30 22:00:00+00:00,10000.0
2025-08-30 23:00:00+00:00,10000.0
2025-08-31 00:00:00+00:00,10000.0
2025-08-31 01:00:00+00:00,10000.0
2025-08-31 02:00:00+00:00,10000.0
2025-08-31 03:00:00+00:00,10000.0
2025-08-31 04:00:00+00:00,10000.0
2025-08-31 05:00:00+00:00,10000.0
2025-08-31 06:00:00+00:00,10000.0
2025-08-31 07:00:00+00:00,10000.0
2025-08-31 08:00:00+00:00,10000.0
2025-08-31 09:00:00+00:00,10000.0
2025-08-31 10:00:00+00:00,10000.0
2025-08-31 11:00:00+00:00,10000.0
2025-08-31 12:00:00+00:00,10000.0
2025-08-31 13:00:00+00:00,10000.0
2025-08-31 14:00:00+00:00,10000.0
2025-08-31 15:00:00+00:00,10000.0
2025-08-31 16:00:00+00:00,10000.0
2025-08-31 17:00:00+00:00,10000.0
2025-08-31 18:00:00+00:00,10000.0
2025-08-31 19:00:00+00:00,10000.0
2025-08-31 20:00:00+00:00,10000.0
2025-08-31 21:00:00+00:00,10000.0
2025-08-31 22:00:00+00:00,10000.0
2025-08-31 23:00:00+00:00,10000.0
2025-09-01 00:00:00+00:00,10000.0
2025-09-01 01:00:00+00:00,10000.0
2025-09-01 02:00:00+00:00,10000.0
2025-09-01 03:00:00+00:00,10000.0
2025-09-01 04:00:00+00:00,10000.0
2025-09-01 05:00:00+00:00,10000.0
2025-09-01 06:00:00+00:00,10000.0
2025-09-01 07:00:00+00:00,10000.0
2025-09-01 08:00:00+00:00,10000.0
2025-09-01 09:00:00+00:00,10000.0
2025-09-01 10:00:00+00:00,10000.0
2025-09-01 11:00:00+00:00,10000.0
2025-09-01 12:00:00+00:00,10000.0
2025-09-01 13:00:00+00:00,10000.0
2025-09-01 14:00:00+00:00,10000.0
2025-09-01 15:00:00+00:00,10000.0
2025-09-01 16:00:00+00:00,10000.0
2025-09-01 17:00:00+00:00,10000.0
2025-09-01 18:00:00+00:00,10000.0
2025-09-01 19:00:00+00:00,10000.0
2025-09-01 20:00:00+00:00,10000.0
2025-09-01 21:00:00+00:00,10000.0
